district,year,crop,season,area,AvgRain,AvgTemp
SANGRUR,2002,Barley,Rabi,6000,26.39916667,27.62625
MOGA,2004,Sugarcane,Whole year,1000,34.83166667,27.175
FIROZPUR,2005,Guar seed,Whole year,7900,40.05083333,26.1
GURDASPUR,2007,Urad,Kharif,2000,71.8,24.26666667
JALANDHAR,1998,Peas & Beans (Pulses),Rabi,200,32.34416667,26.38291667
SANGRUR,2010,Moong,Kharif,800,52.72333333,26.49541667
ROPAR(RUPNAGAR),2008,Sesamum,Kharif,200,125.5383333,20.89958333
PATIALA,2004,Moong,Kharif,200,46.67416667,26.60041667
MANSA,2007,Wheat,Rabi,169000,37.01083333,27.05791667
BATHINDA,1998,Groundnut,Kharif,1000,27.87583333,27.08041667
MANSA,2002,Bajra,Kharif,2000,19.445,28.05
LUDHIANA,2008,Rapeseed &Mustard,Rabi,1000,76.2825,25.22208333
HOSHIARPUR,2003,Sunflower,Rabi,7000,63.92416667,25.03416667
FATEHGARH SAHIB,2002,Masoor,Rabi,100,40.61083333,27.21166667
PATIALA,2000,Moong,Kharif,300,45.66416667,26.55958333
MOGA,1999,Cotton(lint),Kharif,9000,22.84666667,27.70583333
JALANDHAR,2003,Rapeseed &Mustard,Rabi,1000,53.6325,25.81208333
SANGRUR,1999,Arhar (Tur),Kharif,1900,21.91083333,27.63708333
FARIDKOT,2000,Gram,Rabi,300,22.84083333,27.435
MOGA,1998,Arhar (Tur),Kharif,600,27.81583333,26.79958333
LUDHIANA,2007,Cotton(lint),Kharif,3000,41.69833333,26.48791667
JALANDHAR,2009,Arhar (Tur),Kharif,700,42.17916667,26.33958333
FARIDKOT,2004,Cotton(lint),Kharif,21000,31.17583333,27.50583333
MUKATSAR,2003,Moong,Kharif,1900,37.2525,26.53791667
AMRITSAR,1998,Moong,Whole year,8300,21.14916667,27.10916667
PATIALA,2002,Arhar (Tur),Kharif,200,34.91833333,27.35083333
FIROZPUR,2003,Moth,Kharif,400,37.48166667,26.46666667
LUDHIANA,2008,Peas & Beans (Pulses),Rabi,200,76.2825,25.22208333
FARIDKOT,2005,Sugarcane,Whole year,1000,40.05083333,26.1
MOGA,1998,Barley,Rabi,1000,27.81583333,26.79958333
GURDASPUR,2005,Maize,Kharif,13000,55.97833333,24.12208333
MUKATSAR,2002,Rice,Kharif,83000,18.275,28.13958333
LUDHIANA,2000,Cotton(lint),Kharif,1000,37.05166667,26.77541667
FIROZPUR,2003,Barley,Rabi,4000,37.48166667,26.46666667
AMRITSAR,2012,Gram,Rabi,100,43.16083333,25.68208333
AMRITSAR,2003,Arhar (Tur),Kharif,1500,54.88166667,25.93083333
MANSA,2006,Sesamum,Kharif,400,27.7025,27.3375
MANSA,2008,Wheat,Rabi,171000,50.12666667,26.17208333
BATHINDA,2003,Groundnut,Kharif,300,37.2525,26.53791667
MOGA,1999,Rapeseed &Mustard,Rabi,1000,22.84666667,27.70583333
MOGA,2003,Rice,Kharif,163000,41.63833333,26.22
GURDASPUR,2000,Wheat,Rabi,217000,43.4175,25.2575
MANSA,2012,Cotton(lint),Kharif,90000,33.7625,26.06375
HOSHIARPUR,2005,Maize,Kharif,66000,58.44416667,24.74875
NAWANSHAHR,2000,Maize,Kharif,17000,41.01583333,26.54375
MANSA,2006,Barley,Rabi,2000,27.7025,27.3375
SANGRUR,2000,Arhar (Tur),Kharif,1900,31.74666667,26.96208333
GURDASPUR,2001,Gram,Rabi,400,53.46,24.95208333
BATHINDA,2005,Bajra,Kharif,1000,34.2425,26.375
BATHINDA,2002,Moong,Kharif,1200,18.275,28.13958333
HOSHIARPUR,2003,Moong,Kharif,200,63.92416667,25.03416667
BATHINDA,2009,Gram,Rabi,300,28.33083333,27.18125
KAPURTHALA,2001,Sesamum,Kharif,400,40.47,26.62666667
AMRITSAR,2001,Rapeseed &Mustard,Rabi,300,45.05583333,26.55125
LUDHIANA,2001,Moong,Kharif,4000,40.48583333,26.56375
FIROZPUR,1999,Moong,Kharif,9900,19.7675,27.97625
FIROZPUR,2007,Gram,Rabi,1200,36.405,26.8725
JALANDHAR,2000,Maize,Kharif,16000,41.01583333,26.54375
FIROZPUR,2010,Moong,Kharif,1400,41.98083333,26.90458333
HOSHIARPUR,2003,Rice,Kharif,58000,63.92416667,25.03416667
FATEHGARH SAHIB,2003,Wheat,Rabi,85000,63.49083333,25.7175
SANGRUR,2000,Rice,Kharif,357000,31.74666667,26.96208333
MUKATSAR,2008,Guar seed,Whole year,2300,49.255,26.26333333
FIROZPUR,2008,Rapeseed &Mustard,Rabi,4000,56.525,25.96291667
HOSHIARPUR,2006,Groundnut,Kharif,3500,79.065,25.21916667
JALANDHAR,2000,Arhar (Tur),Kharif,700,41.01583333,26.54375
KAPURTHALA,1999,Rice,Kharif,100000,27.48583333,27.48916667
GURDASPUR,2001,Rapeseed &Mustard,Rabi,300,53.46,24.95208333
GURDASPUR,2007,Wheat,Rabi,231000,71.8,24.26666667
HOSHIARPUR,1999,Masoor,Rabi,1000,35.5325,26.37541667
FARIDKOT,2000,Wheat,Rabi,111000,22.84083333,27.435
ROPAR(RUPNAGAR),2010,Arhar (Tur),Kharif,600,108.4291667,22.04708333
SANGRUR,2001,Moth,Kharif,200,38.78416667,26.64208333
MANSA,2004,Moong,Kharif,500,28.6625,27.53291667
KAPURTHALA,2010,Wheat,Rabi,108000,52.47,26.5225
JALANDHAR,1999,Sugarcane,Whole year,14000,32.2,27.14458333
NAWANSHAHR,1998,Sugarcane,Whole year,11000,32.34416667,26.38291667
LUDHIANA,2009,Sugarcane,Whole year,100,38.80333333,26.57625
FATEHGARH SAHIB,2005,Wheat,Rabi,84000,53.77583333,25.74166667
FIROZPUR,1998,Barley,Rabi,4000,23.385,27.16416667
LUDHIANA,2000,Wheat,Rabi,258000,37.05166667,26.77541667
PATIALA,1998,Peas & Beans (Pulses),Rabi,1500,48.2775,25.91208333
BATHINDA,2008,Rapeseed &Mustard,Rabi,3000,49.255,26.26333333
GURDASPUR,2007,Maize,Kharif,13000,71.8,24.26666667
FIROZPUR,2012,Sesamum,Kharif,600,33.44083333,26.00541667
GURDASPUR,2008,Rice,Kharif,201000,93.58416667,23.8325
JALANDHAR,2000,Other Rabi Pulses,Rabi,100,41.01583333,26.54375
BATHINDA,2005,Moong,Kharif,1200,34.2425,26.375
HOSHIARPUR,2008,Sesamum,Kharif,500,101.3833333,24.3025
SANGRUR,2007,Rice,Kharif,262000,38.79416667,26.70541667
FIROZPUR,2010,Cotton(lint),Kharif,116000,41.98083333,26.90458333
HOSHIARPUR,2002,Arhar (Tur),Kharif,100,42.815,26.33125
SANGRUR,2005,Arhar (Tur),Kharif,1600,42.3725,25.96541667
BATHINDA,1998,Wheat,Rabi,238000,27.87583333,27.08041667
GURDASPUR,2000,Linseed,Rabi,100,43.4175,25.2575
FARIDKOT,2004,Sugarcane,Whole year,1000,31.17583333,27.50583333
MOGA,2002,Arhar (Tur),Kharif,900,25.7975,27.69791667
FIROZPUR,1998,Wheat,Rabi,413000,23.385,27.16416667
MANSA,2007,Sesamum,Kharif,200,37.01083333,27.05791667
HOSHIARPUR,2005,Gram,Rabi,300,58.44416667,24.74875
MOGA,2006,Barley,Rabi,1000,45.6375,26.59416667
MOGA,2001,Sesamum,Kharif,100,35.83916667,26.82083333
SANGRUR,1999,Wheat,Rabi,394000,21.91083333,27.63708333
FARIDKOT,2004,Wheat,Rabi,114000,31.17583333,27.50583333
MUKATSAR,2010,Sesamum,Kharif,200,42.1275,27.01166667
HOSHIARPUR,2006,Urad,Kharif,300,79.065,25.21916667
BATHINDA,1999,Moong,Kharif,2200,16.4825,28.14166667
PATIALA,2001,Moong,Kharif,300,45.4125,26.4175
MUKATSAR,2012,Rice,Kharif,118000,32.535,26.11958333
NAWANSHAHR,2006,Rapeseed &Mustard,Rabi,2000,63.88833333,26.04791667
HOSHIARPUR,2009,Urad,Kharif,400,45.20583333,25.605
NAWANSHAHR,2009,Wheat,Rabi,74000,42.17916667,26.33958333
HOSHIARPUR,2001,Masoor,Rabi,700,52.39333333,25.55375
SANGRUR,2003,Gram,Rabi,600,47.79916667,26.00041667
SANGRUR,2009,Cotton(lint),Kharif,13000,35.63916667,26.74916667
JALANDHAR,2006,Linseed,Rabi,100,63.88833333,26.04791667
MUKATSAR,2006,Wheat,Rabi,202000,32.12666667,27.20625
NAWANSHAHR,2012,Rice,Kharif,56000,44.08916667,25.59625
PATIALA,2012,Maize,Kharif,1000,40.70416667,25.77708333
NAWANSHAHR,1998,Rapeseed &Mustard,Rabi,2000,32.34416667,26.38291667
SANGRUR,2003,Wheat,Rabi,397000,47.79916667,26.00041667
AMRITSAR,2000,Other Rabi Pulses,Rabi,300,33.02083333,26.97333333
JALANDHAR,2006,Maize,Kharif,12000,63.88833333,26.04791667
MOGA,2004,Rapeseed &Mustard,Rabi,1000,34.83166667,27.175
PATIALA,1999,Wheat,Rabi,264000,27.9,27.38375
ROPAR(RUPNAGAR),1999,Urad,Kharif,800,46.96833333,22.78166667
HOSHIARPUR,2003,Urad,Kharif,1000,63.92416667,25.03416667
FATEHGARH SAHIB,2008,Wheat,Rabi,85000,95.92416667,24.92833333
LUDHIANA,2002,Maize,Kharif,4000,31.09166667,27.45916667
NAWANSHAHR,1998,Masoor,Rabi,400,32.34416667,26.38291667
MANSA,2004,Cotton(lint),Kharif,82000,28.6625,27.53291667
ROPAR(RUPNAGAR),2005,Gram,Rabi,200,74.0425,21.33458333
KAPURTHALA,2000,Maize,Kharif,4000,31.97916667,26.95833333
PATIALA,2002,Rapeseed &Mustard,Rabi,2000,34.91833333,27.35083333
BATHINDA,2000,Moth,Kharif,100,20.26666667,27.59791667
FARIDKOT,2009,Cotton(lint),Kharif,18000,29.8275,27.00041667
FARIDKOT,2008,Wheat,Rabi,118000,56.525,25.96291667
LUDHIANA,2012,Cotton(lint),Kharif,1000,38.71666667,25.77541667
GURDASPUR,1998,Rice,Kharif,187000,24.57916667,25.52208333
GURDASPUR,2009,Peas & Beans (Pulses),Rabi,100,43.18583333,25.03
MUKATSAR,2006,Cotton(lint),Kharif,131000,32.12666667,27.20625
ROPAR(RUPNAGAR),2009,Arhar (Tur),Kharif,100,67.74,22.09
FARIDKOT,2002,Guar seed,Whole year,700,22.02416667,27.93333333
FATEHGARH SAHIB,1999,Maize,Kharif,1000,33.88083333,27.225
ROPAR(RUPNAGAR),2010,Masoor,Rabi,100,108.4291667,22.04708333
MUKATSAR,2006,Rice,Kharif,68000,32.12666667,27.20625
FIROZPUR,2003,Cotton(lint),Kharif,117000,37.48166667,26.46666667
MANSA,2006,Cotton(lint),Kharif,93000,27.7025,27.3375
AMRITSAR,2002,Maize,Kharif,4000,33.74583333,27.36916667
HOSHIARPUR,2002,Groundnut,Kharif,3200,42.815,26.33125
NAWANSHAHR,2003,Wheat,Rabi,75000,53.6325,25.81208333
FATEHGARH SAHIB,2001,Wheat,Rabi,85000,49.18416667,26.37166667
MUKATSAR,2004,Guar seed,Whole year,3900,27.58,27.69083333
BATHINDA,2008,Gram,Rabi,200,49.255,26.26333333
FIROZPUR,2000,Sugarcane,Whole year,8000,22.84083333,27.435
MUKATSAR,1998,Peas & Beans (Pulses),Rabi,200,27.87583333,27.08041667
BATHINDA,2007,Cotton(lint),Kharif,165000,34.32166667,27.13208333
SANGRUR,2006,Rice,Kharif,362000,35.8025,26.84625
FIROZPUR,2002,Moong,Kharif,2600,22.02416667,27.93333333
BATHINDA,2008,Wheat,Rabi,249000,49.255,26.26333333
MOGA,2001,Cotton(lint),Kharif,14000,35.83916667,26.82083333
MUKATSAR,2007,Moong,Kharif,800,34.32166667,27.13208333
GURDASPUR,1999,Peas & Beans (Pulses),Rabi,500,30.54916667,25.92708333
GURDASPUR,2006,Peas & Beans (Pulses),Rabi,100,83.44,24.49625
FIROZPUR,2004,Arhar (Tur),Kharif,200,31.17583333,27.50583333
MANSA,2000,Sugarcane,Whole year,1000,20.04,27.54625
GURDASPUR,2007,Gram,Rabi,100,71.8,24.26666667
MUKATSAR,2008,Barley,Rabi,1000,49.255,26.26333333
JALANDHAR,2010,Rice,Kharif,163000,62.85666667,26.25416667
GURDASPUR,2006,Gram,Rabi,200,83.44,24.49625
HOSHIARPUR,2004,Rapeseed &Mustard,Rabi,4000,50.45833333,25.90375
MANSA,2012,Masoor,Rabi,100,33.7625,26.06375
PATIALA,2001,Gram,Rabi,200,45.4125,26.4175
PATIALA,2009,Barley,Rabi,1000,44.6925,26.52083333
LUDHIANA,2010,Rice,Kharif,257000,55.99666667,26.42875
KAPURTHALA,2003,Rapeseed &Mustard,Rabi,1000,45.74166667,26.11833333
MOGA,1999,Barley,Rabi,1000,22.84666667,27.70583333
AMRITSAR,2001,Gram,Rabi,500,45.05583333,26.55125
HOSHIARPUR,1998,Gram,Rabi,500,30.60083333,25.81583333
BATHINDA,2007,Guar seed,Whole year,4700,34.32166667,27.13208333
AMRITSAR,2000,Cotton(lint),Kharif,2000,33.02083333,26.97333333
HOSHIARPUR,2002,Rapeseed &Mustard,Rabi,3000,42.815,26.33125
NAWANSHAHR,2001,Maize,Kharif,18000,45.6625,26.32708333
FATEHGARH SAHIB,2004,Barley,Rabi,1000,52.715,26.535
MANSA,2008,Barley,Rabi,1000,50.12666667,26.17208333
BATHINDA,2000,Barley,Rabi,5000,20.26666667,27.59791667
MOGA,2003,Arhar (Tur),Kharif,1000,41.63833333,26.22
AMRITSAR,2003,Rapeseed &Mustard,Rabi,2000,54.88166667,25.93083333
FIROZPUR,2002,Wheat,Rabi,369000,22.02416667,27.93333333
ROPAR(RUPNAGAR),2009,Sugarcane,Whole year,200,67.74,22.09
PATIALA,2003,Rapeseed &Mustard,Rabi,2000,59.54583333,25.72875
NAWANSHAHR,2000,Wheat,Rabi,70000,41.01583333,26.54375
NAWANSHAHR,2007,Rice,Kharif,50000,50.2,26.05
FIROZPUR,2002,Moth,Kharif,200,22.02416667,27.93333333
AMRITSAR,2003,Masoor,Rabi,400,54.88166667,25.93083333
HOSHIARPUR,1998,Arhar (Tur),Kharif,100,30.60083333,25.81583333
MOGA,2009,Arhar (Tur),Kharif,400,33.07583333,26.79041667
BATHINDA,2004,Sesamum,Kharif,200,27.58,27.69083333
HOSHIARPUR,2005,Groundnut,Kharif,2700,58.44416667,24.74875
SANGRUR,2004,Sugarcane,Whole year,2000,36.56,26.97916667
BATHINDA,2003,Arhar (Tur),Kharif,100,37.2525,26.53791667
JALANDHAR,2012,Peas & Beans (Pulses),Rabi,100,44.08916667,25.59625
MANSA,2008,Rapeseed &Mustard,Rabi,2000,50.12666667,26.17208333
MUKATSAR,2002,Bajra,Kharif,1000,18.275,28.13958333
SANGRUR,2009,Peas & Beans (Pulses),Rabi,100,35.63916667,26.74916667
HOSHIARPUR,2006,Wheat,Rabi,142000,79.065,25.21916667
GURDASPUR,2002,Urad,Kharif,2000,42.1575,25.71625
KAPURTHALA,2009,Rice,Kharif,115000,35.8925,26.62
HOSHIARPUR,2002,Urad,Kharif,600,42.815,26.33125
MUKATSAR,2007,Gram,Rabi,200,34.32166667,27.13208333
GURDASPUR,2005,Wheat,Rabi,227000,55.97833333,24.12208333
MANSA,2002,Moong,Kharif,400,19.445,28.05
MUKATSAR,2008,Cotton(lint),Kharif,107000,49.255,26.26333333
LUDHIANA,2000,Rice,Kharif,238000,37.05166667,26.77541667
ROPAR(RUPNAGAR),2000,Rice,Kharif,49000,69.12916667,21.98083333
NAWANSHAHR,2003,Sunflower,Rabi,1000,53.6325,25.81208333
SANGRUR,2000,Sugarcane,Whole year,3000,31.74666667,26.96208333
PATIALA,2000,Cotton(lint),Kharif,1000,45.66416667,26.55958333
MOGA,2008,Moong,Kharif,700,65.0225,25.5625
HOSHIARPUR,2008,Wheat,Rabi,154000,101.3833333,24.3025
PATIALA,2004,Barley,Rabi,1000,46.67416667,26.60041667
BATHINDA,2010,Groundnut,Kharif,100,42.1275,27.01166667
NAWANSHAHR,2005,Wheat,Rabi,72000,53.49083333,25.50916667
LUDHIANA,2010,Rapeseed &Mustard,Rabi,1000,55.99666667,26.42875
SANGRUR,2010,Barley,Rabi,2000,52.72333333,26.49541667
SANGRUR,2009,Wheat,Rabi,287000,35.63916667,26.74916667
MOGA,2004,Moong,Kharif,1100,34.83166667,27.175
GURDASPUR,2004,Sugarcane,Whole year,20000,50.8525,25.30625
PATIALA,2004,Sugarcane,Whole year,2000,46.67416667,26.60041667
HOSHIARPUR,2012,Sunflower,Rabi,1500,50.80416667,24.88833333
MOGA,2004,Gram,Rabi,200,34.83166667,27.175
GURDASPUR,2007,Sesamum,Kharif,900,71.8,24.26666667
FATEHGARH SAHIB,2009,Bajra,Kharif,1000,49.95833333,26.36416667
LUDHIANA,2003,Rapeseed &Mustard,Rabi,2000,49.05833333,25.96708333
NAWANSHAHR,2002,Rapeseed &Mustard,Rabi,2000,37.0775,27.14
SANGRUR,1998,Barley,Rabi,6000,38.12583333,26.315
PATIALA,2005,Masoor,Rabi,600,48.6925,25.84166667
ROPAR(RUPNAGAR),2001,Masoor,Rabi,600,72.93916667,21.92958333
GURDASPUR,2006,Wheat,Rabi,229000,83.44,24.49625
LUDHIANA,2008,Rice,Kharif,254000,76.2825,25.22208333
FATEHGARH SAHIB,2006,Rapeseed &Mustard,Rabi,1000,51.31083333,26.45958333
AMRITSAR,2008,Rapeseed &Mustard,Rabi,1000,78.35166667,25.32708333
HOSHIARPUR,2012,Maize,Kharif,61000,50.80416667,24.88833333
LUDHIANA,2006,Rapeseed &Mustard,Rabi,1000,47.61583333,26.48833333
FATEHGARH SAHIB,2006,Rice,Kharif,84000,51.31083333,26.45958333
PATIALA,2001,Rapeseed &Mustard,Rabi,200,45.4125,26.4175
MUKATSAR,2002,Sugarcane,Whole year,8000,18.275,28.13958333
JALANDHAR,2006,Moong,Kharif,100,63.88833333,26.04791667
HOSHIARPUR,1998,Rapeseed &Mustard,Rabi,3000,30.60083333,25.81583333
NAWANSHAHR,1999,Masoor,Rabi,300,32.2,27.14458333
FARIDKOT,2002,Rapeseed &Mustard,Rabi,1000,22.02416667,27.93333333
SANGRUR,2008,Rice,Kharif,267000,64.98416667,25.48416667
ROPAR(RUPNAGAR),2010,Gram,Rabi,200,108.4291667,22.04708333
PATIALA,2010,Rapeseed &Mustard,Rabi,1000,65.97416667,26.23458333
FATEHGARH SAHIB,1998,Rapeseed &Mustard,Rabi,1000,47.61583333,26.00708333
LUDHIANA,2012,Wheat,Rabi,255000,38.71666667,25.77541667
JALANDHAR,2005,Urad,Kharif,100,53.49083333,25.50916667
FARIDKOT,2006,Cotton(lint),Kharif,29000,43.10666667,26.76416667
FIROZPUR,2006,Jowar,Kharif,100,43.10666667,26.76416667
KAPURTHALA,1998,Rice,Kharif,99000,25.0475,26.83791667
JALANDHAR,2012,Rapeseed &Mustard,Rabi,1000,44.08916667,25.59625
MANSA,1999,Bajra,Kharif,2000,15.8825,28.07166667
BATHINDA,2005,Guar seed,Whole year,8100,34.2425,26.375
AMRITSAR,2005,Sesamum,Kharif,4600,52.91583333,25.56041667
MANSA,2001,Cotton(lint),Kharif,92000,35.7875,27.06666667
NAWANSHAHR,2004,Moong,Kharif,100,45.565,26.64166667
HOSHIARPUR,2004,Maize,Kharif,67000,50.45833333,25.90375
GURDASPUR,1998,Rapeseed &Mustard,Rabi,4000,24.57916667,25.52208333
SANGRUR,2007,Rapeseed &Mustard,Rabi,1000,38.79416667,26.70541667
MUKATSAR,2001,Cotton(lint),Kharif,126000,30.40833333,27.29583333
MANSA,2005,Sesamum,Kharif,500,37.25833333,26.29958333
MUKATSAR,2005,Rice,Kharif,77000,34.2425,26.375
MANSA,2008,Moong,Kharif,300,50.12666667,26.17208333
SANGRUR,2004,Wheat,Rabi,397000,36.56,26.97916667
SANGRUR,2012,Barley,Rabi,2000,36.13833333,25.83791667
FATEHGARH SAHIB,1998,Arhar (Tur),Kharif,400,47.61583333,26.00708333
ROPAR(RUPNAGAR),2009,Rice,Kharif,38000,67.74,22.09
FATEHGARH SAHIB,2004,Arhar (Tur),Kharif,200,52.715,26.535
SANGRUR,2001,Rapeseed &Mustard,Rabi,300,38.78416667,26.64208333
PATIALA,1999,Masoor,Rabi,900,27.9,27.38375
MANSA,2007,Cotton(lint),Kharif,100000,37.01083333,27.05791667
PATIALA,2009,Sugarcane,Whole year,100,44.6925,26.52083333
NAWANSHAHR,2002,Rice,Kharif,43000,37.0775,27.14
JALANDHAR,2003,Masoor,Rabi,100,53.6325,25.81208333
BATHINDA,2002,Wheat,Rabi,239000,18.275,28.13958333
AMRITSAR,2012,Rapeseed &Mustard,Rabi,1000,43.16083333,25.68208333
GURDASPUR,2006,Urad,Kharif,2200,83.44,24.49625
BATHINDA,2008,Moong,Kharif,600,49.255,26.26333333
MUKATSAR,1999,Wheat,Rabi,187000,16.4825,28.14166667
GURDASPUR,2003,Sugarcane,Whole year,22000,74.43583333,24.22375
AMRITSAR,2005,Arhar (Tur),Kharif,1100,52.91583333,25.56041667
MANSA,1999,Wheat,Rabi,157000,15.8825,28.07166667
HOSHIARPUR,2012,Urad,Kharif,200,50.80416667,24.88833333
HOSHIARPUR,2004,Wheat,Rabi,145000,50.45833333,25.90375
JALANDHAR,2005,Sesamum,Kharif,800,53.49083333,25.50916667
MUKATSAR,2010,Moong,Kharif,400,42.1275,27.01166667
SANGRUR,2012,Rice,Kharif,276000,36.13833333,25.83791667
MOGA,2006,Cotton(lint),Kharif,7000,45.6375,26.59416667
MUKATSAR,2010,Guar seed,Whole year,1900,42.1275,27.01166667
MUKATSAR,2000,Moong,Kharif,2200,20.26666667,27.59791667
PATIALA,2001,Cotton(lint),Kharif,1000,45.4125,26.4175
AMRITSAR,2003,Maize,Kharif,4000,54.88166667,25.93083333
GURDASPUR,1998,Linseed,Rabi,100,24.57916667,25.52208333
FIROZPUR,2000,Arhar (Tur),Kharif,100,22.84083333,27.435
SANGRUR,2004,Gram,Rabi,600,36.56,26.97916667
MANSA,2005,Cotton(lint),Kharif,91000,37.25833333,26.29958333
HOSHIARPUR,2000,Arhar (Tur),Kharif,100,45.085,25.79708333
MANSA,2010,Barley,Rabi,1000,45.66666667,26.88875
ROPAR(RUPNAGAR),2006,Arhar (Tur),Kharif,100,74.93,22.07166667
FIROZPUR,2010,Rice,Kharif,258000,41.98083333,26.90458333
HOSHIARPUR,2012,Rapeseed &Mustard,Rabi,3000,50.80416667,24.88833333
GURDASPUR,2000,Other Rabi Pulses,Rabi,500,43.4175,25.2575
MOGA,2003,Cotton(lint),Kharif,4000,41.63833333,26.22
BATHINDA,2001,Sugarcane,Whole year,1000,30.40833333,27.29583333
FIROZPUR,2000,Rice,Kharif,248000,22.84083333,27.435
BATHINDA,2006,Moth,Kharif,100,32.12666667,27.20625
