district,year,crop,season,area,AvgRain,AvgTemp
FARIDKOT,2005,Rice,Kharif,86000,40.05083333,26.1
PATIALA,2003,Barley,Rabi,2000,59.54583333,25.72875
MUKATSAR,2006,Moong,Kharif,700,32.12666667,27.20625
KAPURTHALA,2000,Moong,Kharif,100,31.97916667,26.95833333
GURDASPUR,2010,Peas & Beans (Pulses),Rabi,200,79.73166667,24.80083333
JALANDHAR,1999,Rapeseed &Mustard,Rabi,2000,32.2,27.14458333
MANSA,2000,Gram,Rabi,700,20.04,27.54625
MANSA,1998,Sugarcane,Whole year,1000,37.6275,26.63166667
FATEHGARH SAHIB,2009,Maize,Kharif,1000,49.95833333,26.36416667
MOGA,1999,Wheat,Rabi,170000,22.84666667,27.70583333
NAWANSHAHR,2007,Maize,Kharif,17000,50.2,26.05
PATIALA,1999,Cotton(lint),Kharif,1000,27.9,27.38375
SANGRUR,2006,Moong,Kharif,2300,35.8025,26.84625
JALANDHAR,2004,Arhar (Tur),Kharif,1200,45.565,26.64166667
SANGRUR,1998,Bajra,Kharif,2000,38.12583333,26.315
ROPAR(RUPNAGAR),2000,Sugarcane,Whole year,10000,69.12916667,21.98083333
HOSHIARPUR,2009,Sugarcane,Whole year,1400,45.20583333,25.605
FATEHGARH SAHIB,2005,Arhar (Tur),Kharif,200,53.77583333,25.74166667
LUDHIANA,2003,Maize,Kharif,3000,49.05833333,25.96708333
BATHINDA,2002,Guar seed,Whole year,11100,18.275,28.13958333
AMRITSAR,2001,Cotton(lint),Kharif,2000,45.05583333,26.55125
LUDHIANA,2005,Rice,Kharif,250000,46.84,25.80916667
GURDASPUR,2009,Rapeseed &Mustard,Rabi,3000,43.18583333,25.03
GURDASPUR,1999,Wheat,Rabi,213000,30.54916667,25.92708333
FATEHGARH SAHIB,2006,Maize,Kharif,1000,51.31083333,26.45958333
GURDASPUR,1998,Sugarcane,Whole year,15000,24.57916667,25.52208333
ROPAR(RUPNAGAR),2002,Urad,Kharif,400,58.14833333,22.6375
BATHINDA,2005,Barley,Rabi,2000,34.2425,26.375
GURDASPUR,2010,Urad,Kharif,1800,79.73166667,24.80083333
FARIDKOT,2004,Arhar (Tur),Kharif,200,31.17583333,27.50583333
HOSHIARPUR,2000,Linseed,Rabi,100,45.085,25.79708333
GURDASPUR,2007,Rapeseed &Mustard,Rabi,3000,71.8,24.26666667
MOGA,1998,Rice,Kharif,118000,27.81583333,26.79958333
NAWANSHAHR,2004,Rapeseed &Mustard,Rabi,2000,45.565,26.64166667
FIROZPUR,2006,Cotton(lint),Kharif,151000,43.10666667,26.76416667
GURDASPUR,2002,Sesamum,Kharif,1800,42.1575,25.71625
FIROZPUR,2005,Rice,Kharif,236000,40.05083333,26.1
AMRITSAR,2010,Rapeseed &Mustard,Rabi,1000,58.83083333,26.36833333
FATEHGARH SAHIB,2007,Wheat,Rabi,85000,48.4525,26.35916667
HOSHIARPUR,2009,Maize,Kharif,67000,45.20583333,25.605
BATHINDA,2008,Barley,Rabi,2000,49.255,26.26333333
MOGA,2000,Moong,Kharif,4000,28.25416667,27.125
FIROZPUR,2009,Rapeseed &Mustard,Rabi,5000,29.8275,27.00041667
KAPURTHALA,1999,Rapeseed &Mustard,Rabi,1000,27.48583333,27.48916667
ROPAR(RUPNAGAR),2012,Rice,Kharif,38000,69.6325,21.46166667
HOSHIARPUR,2000,Masoor,Rabi,900,45.085,25.79708333
MANSA,2003,Cotton(lint),Kharif,73000,42.08166667,26.37916667
HOSHIARPUR,2007,Rice,Kharif,56000,62.96083333,25.07583333
MUKATSAR,2008,Gram,Rabi,200,49.255,26.26333333
PATIALA,2007,Rapeseed &Mustard,Rabi,1000,43.44083333,26.55125
ROPAR(RUPNAGAR),2007,Maize,Kharif,22000,74.92583333,21.78458333
FATEHGARH SAHIB,2003,Rapeseed &Mustard,Rabi,1000,63.49083333,25.7175
KAPURTHALA,2003,Sunflower,Rabi,2000,45.74166667,26.11833333
GURDASPUR,2006,Rapeseed &Mustard,Rabi,4000,83.44,24.49625
ROPAR(RUPNAGAR),1998,Gram,Rabi,700,70.88333333,21.79666667
MANSA,2008,Cotton(lint),Kharif,90000,50.12666667,26.17208333
KAPURTHALA,2001,Wheat,Rabi,114000,40.47,26.62666667
MUKATSAR,2002,Sesamum,Kharif,2400,18.275,28.13958333
FARIDKOT,2001,Gram,Rabi,200,32.3675,27.11625
PATIALA,2004,Guar seed,Whole year,100,46.67416667,26.60041667
GURDASPUR,2004,Rice,Kharif,202000,50.8525,25.30625
PATIALA,2003,Masoor,Rabi,900,59.54583333,25.72875
HOSHIARPUR,1999,Rapeseed &Mustard,Rabi,3000,35.5325,26.37541667
GURDASPUR,1998,Wheat,Rabi,214000,24.57916667,25.52208333
MUKATSAR,2001,Rapeseed &Mustard,Rabi,300,30.40833333,27.29583333
FIROZPUR,2003,Rice,Kharif,244000,37.48166667,26.46666667
JALANDHAR,2002,Urad,Kharif,100,37.0775,27.14
MUKATSAR,2007,Guar seed,Whole year,2100,34.32166667,27.13208333
FIROZPUR,2004,Sugarcane,Whole year,2000,31.17583333,27.50583333
MOGA,2002,Barley,Rabi,1000,25.7975,27.69791667
FARIDKOT,1999,Rapeseed &Mustard,Rabi,1000,19.7675,27.97625
MANSA,2001,Rapeseed &Mustard,Rabi,400,35.7875,27.06666667
MUKATSAR,1998,Rice,Kharif,77000,27.87583333,27.08041667
FIROZPUR,2012,Sugarcane,Whole year,2000,33.44083333,26.00541667
BATHINDA,2001,Gram,Rabi,700,30.40833333,27.29583333
PATIALA,2005,Urad,Kharif,100,48.6925,25.84166667
AMRITSAR,1999,Sugarcane,Whole year,8000,26.2825,27.5775
MUKATSAR,2005,Rapeseed &Mustard,Rabi,2000,34.2425,26.375
JALANDHAR,2000,Wheat,Rabi,167000,41.01583333,26.54375
PATIALA,2006,Moong,Kharif,200,39.2,26.755
FIROZPUR,2004,Moth,Kharif,100,31.17583333,27.50583333
MUKATSAR,2003,Rapeseed &Mustard,Rabi,3000,37.2525,26.53791667
AMRITSAR,2007,Rice,Kharif,178000,55.90916667,25.94083333
AMRITSAR,2006,Sesamum,Kharif,2100,70.41083333,25.94375
HOSHIARPUR,2003,Sesamum,Kharif,700,63.92416667,25.03416667
AMRITSAR,2009,Wheat,Rabi,185000,36.28416667,26.58416667
HOSHIARPUR,1999,Groundnut,Kharif,3000,35.5325,26.37541667
ROPAR(RUPNAGAR),2004,Bajra,Kharif,1000,74.66666667,22.15833333
MUKATSAR,2001,Rice,Kharif,65000,30.40833333,27.29583333
ROPAR(RUPNAGAR),2003,Bajra,Kharif,1000,84.2275,21.50958333
MANSA,2002,Guar seed,Whole year,5500,19.445,28.05
BATHINDA,2002,Barley,Rabi,3000,18.275,28.13958333
MANSA,2005,Moong,Kharif,500,37.25833333,26.29958333
FIROZPUR,2006,Gram,Rabi,1300,43.10666667,26.76416667
MANSA,2002,Barley,Rabi,2000,19.445,28.05
FIROZPUR,1999,Wheat,Rabi,374000,19.7675,27.97625
NAWANSHAHR,2008,Arhar (Tur),Kharif,100,90.14333333,24.945
SANGRUR,2000,Cotton(lint),Kharif,21000,31.74666667,26.96208333
FIROZPUR,2012,Wheat,Rabi,185000,33.44083333,26.00541667
LUDHIANA,1999,Rapeseed &Mustard,Rabi,3000,26.82583333,27.4475
HOSHIARPUR,2010,Maize,Kharif,63000,74.025,25.52458333
NAWANSHAHR,2005,Sugarcane,Whole year,7000,53.49083333,25.50916667
BATHINDA,2000,Rice,Kharif,99000,20.26666667,27.59791667
BATHINDA,2000,Cotton(lint),Kharif,147000,20.26666667,27.59791667
LUDHIANA,2002,Barley,Rabi,3000,31.09166667,27.45916667
FIROZPUR,2010,Sesamum,Kharif,800,41.98083333,26.90458333
FIROZPUR,2007,Jowar,Kharif,100,36.405,26.8725
LUDHIANA,2002,Cotton(lint),Kharif,1000,31.09166667,27.45916667
BATHINDA,1999,Rice,Kharif,99000,16.4825,28.14166667
SANGRUR,2005,Cotton(lint),Kharif,23000,42.3725,25.96541667
SANGRUR,2001,Moong,Kharif,3600,38.78416667,26.64208333
ROPAR(RUPNAGAR),2012,Rapeseed &Mustard,Rabi,2000,69.6325,21.46166667
MUKATSAR,1998,Sugarcane,Whole year,2000,27.87583333,27.08041667
HOSHIARPUR,2010,Rapeseed &Mustard,Rabi,6000,74.025,25.52458333
MUKATSAR,2005,Moong,Kharif,900,34.2425,26.375
LUDHIANA,2001,Gram,Rabi,200,40.48583333,26.56375
AMRITSAR,2005,Rapeseed &Mustard,Rabi,2000,52.91583333,25.56041667
LUDHIANA,2008,Cotton(lint),Kharif,2000,76.2825,25.22208333
NAWANSHAHR,2005,Maize,Kharif,17000,53.49083333,25.50916667
AMRITSAR,2000,Sesamum,Kharif,8700,33.02083333,26.97333333
MUKATSAR,2001,Arhar (Tur),Kharif,700,30.40833333,27.29583333
FARIDKOT,1998,Wheat,Rabi,110000,23.385,27.16416667
MANSA,2010,Rice,Kharif,78000,45.66666667,26.88875
FIROZPUR,2009,Guar seed,Whole year,12500,29.8275,27.00041667
AMRITSAR,2001,Maize,Kharif,5000,45.05583333,26.55125
MOGA,2008,Barley,Rabi,1000,65.0225,25.5625
GURDASPUR,2001,Maize,Kharif,14000,53.46,24.95208333
JALANDHAR,2003,Sesamum,Kharif,700,53.6325,25.81208333
SANGRUR,2010,Cotton(lint),Kharif,11000,52.72333333,26.49541667
LUDHIANA,1998,Peas & Beans (Pulses),Rabi,600,34.615,26.41208333
HOSHIARPUR,2007,Maize,Kharif,70000,62.96083333,25.07583333
MUKATSAR,2002,Groundnut,Kharif,300,18.275,28.13958333
FIROZPUR,2007,Moong,Kharif,2300,36.405,26.8725
FARIDKOT,1999,Barley,Rabi,1000,19.7675,27.97625
KAPURTHALA,1999,Wheat,Rabi,111000,27.48583333,27.48916667
FIROZPUR,2007,Arhar (Tur),Kharif,200,36.405,26.8725
NAWANSHAHR,1998,Wheat,Rabi,62000,32.34416667,26.38291667
SANGRUR,2000,Moth,Kharif,200,31.74666667,26.96208333
AMRITSAR,2000,Maize,Kharif,5000,33.02083333,26.97333333
MUKATSAR,2010,Cotton(lint),Kharif,90000,42.1275,27.01166667
JALANDHAR,2003,Wheat,Rabi,169000,53.6325,25.81208333
LUDHIANA,2005,Sugarcane,Whole year,2000,46.84,25.80916667
FATEHGARH SAHIB,2007,Maize,Kharif,1000,48.4525,26.35916667
MANSA,2004,Rice,Kharif,75000,28.6625,27.53291667
PATIALA,2004,Urad,Kharif,100,46.67416667,26.60041667
MOGA,2010,Arhar (Tur),Kharif,500,47.2375,26.66083333
MUKATSAR,2002,Maize,Kharif,1000,18.275,28.13958333
HOSHIARPUR,2000,Gram,Rabi,400,45.085,25.79708333
FATEHGARH SAHIB,1998,Wheat,Rabi,85000,47.61583333,26.00708333
HOSHIARPUR,2000,Groundnut,Kharif,3000,45.085,25.79708333
MANSA,2003,Sesamum,Kharif,300,42.08166667,26.37916667
FARIDKOT,2004,Moong,Kharif,900,31.17583333,27.50583333
LUDHIANA,2004,Gram,Rabi,100,40.8975,26.84208333
LUDHIANA,2005,Wheat,Rabi,257000,46.84,25.80916667
MUKATSAR,2005,Guar seed,Whole year,3100,34.2425,26.375
FARIDKOT,2003,Wheat,Rabi,114000,37.48166667,26.46666667
FIROZPUR,2007,Sesamum,Kharif,1500,36.405,26.8725
LUDHIANA,2006,Peas & Beans (Pulses),Rabi,500,47.61583333,26.48833333
MUKATSAR,2004,Sesamum,Kharif,700,27.58,27.69083333
ROPAR(RUPNAGAR),2003,Sunflower,Rabi,1000,84.2275,21.50958333
FIROZPUR,2001,Moong,Kharif,4400,32.3675,27.11625
NAWANSHAHR,2009,Maize,Kharif,16000,42.17916667,26.33958333
HOSHIARPUR,1998,Masoor,Rabi,1200,30.60083333,25.81583333
BATHINDA,2003,Cotton(lint),Kharif,128000,37.2525,26.53791667
BATHINDA,2000,Sesamum,Kharif,100,20.26666667,27.59791667
BATHINDA,2002,Sugarcane,Whole year,1000,18.275,28.13958333
KAPURTHALA,1998,Sugarcane,Whole year,4000,25.0475,26.83791667
BATHINDA,2003,Barley,Rabi,3000,37.2525,26.53791667
SANGRUR,2003,Barley,Rabi,5000,47.79916667,26.00041667
GURDASPUR,2002,Rapeseed &Mustard,Rabi,3000,42.1575,25.71625
SANGRUR,1999,Cotton(lint),Kharif,20000,21.91083333,27.63708333
MOGA,1999,Moong,Kharif,2100,22.84666667,27.70583333
LUDHIANA,1998,Moong,Whole year,4800,34.615,26.41208333
KAPURTHALA,2002,Maize,Kharif,3000,31.44583333,27.45333333
PATIALA,1999,Sugarcane,Whole year,3000,27.9,27.38375
GURDASPUR,2001,Rice,Kharif,194000,53.46,24.95208333
BATHINDA,2009,Guar seed,Whole year,4700,28.33083333,27.18125
JALANDHAR,2008,Rice,Kharif,155000,90.14333333,24.945
MOGA,2001,Moong,Kharif,2800,35.83916667,26.82083333
FIROZPUR,2005,Groundnut,Kharif,100,40.05083333,26.1
LUDHIANA,2008,Maize,Kharif,2000,76.2825,25.22208333
HOSHIARPUR,2006,Rice,Kharif,56000,79.065,25.21916667
FARIDKOT,1998,Cotton(lint),Kharif,22000,23.385,27.16416667
AMRITSAR,2005,Masoor,Rabi,100,52.91583333,25.56041667
FIROZPUR,2010,Wheat,Rabi,397000,41.98083333,26.90458333
MOGA,2003,Maize,Kharif,1000,41.63833333,26.22
FARIDKOT,2006,Rapeseed &Mustard,Rabi,1000,43.10666667,26.76416667
GURDASPUR,2009,Gram,Rabi,100,43.18583333,25.03
AMRITSAR,2010,Arhar (Tur),Kharif,100,58.83083333,26.36833333
LUDHIANA,1998,Wheat,Rabi,257000,34.615,26.41208333
HOSHIARPUR,2000,Sugarcane,Whole year,17000,45.085,25.79708333
HOSHIARPUR,2005,Rice,Kharif,61000,58.44416667,24.74875
KAPURTHALA,2006,Wheat,Rabi,109000,60.74583333,26.1925
MOGA,2009,Rice,Kharif,172000,33.07583333,26.79041667
FIROZPUR,2004,Barley,Rabi,4000,31.17583333,27.50583333
MOGA,2003,Barley,Rabi,1000,41.63833333,26.22
ROPAR(RUPNAGAR),1998,Urad,Kharif,400,70.88333333,21.79666667
GURDASPUR,2010,Gram,Rabi,100,79.73166667,24.80083333
SANGRUR,1998,Gram,Rabi,600,38.12583333,26.315
AMRITSAR,2006,Urad,Kharif,300,70.41083333,25.94375
SANGRUR,1999,Groundnut,Kharif,1000,21.91083333,27.63708333
BATHINDA,2010,Cotton(lint),Kharif,147000,42.1275,27.01166667
LUDHIANA,1999,Maize,Kharif,4000,26.82583333,27.4475
BATHINDA,2007,Gram,Rabi,200,34.32166667,27.13208333
MOGA,2004,Arhar (Tur),Kharif,900,34.83166667,27.175
PATIALA,1998,Wheat,Rabi,258000,48.2775,25.91208333
AMRITSAR,2008,Maize,Kharif,1000,78.35166667,25.32708333
MANSA,2000,Sesamum,Kharif,100,20.04,27.54625
JALANDHAR,2008,Moong,Kharif,100,90.14333333,24.945
SANGRUR,2000,Groundnut,Kharif,1000,31.74666667,26.96208333
HOSHIARPUR,1998,Urad,Kharif,400,30.60083333,25.81583333
NAWANSHAHR,1999,Linseed,Rabi,100,32.2,27.14458333
AMRITSAR,1998,Masoor,Rabi,700,21.14916667,27.10916667
BATHINDA,2012,Rapeseed &Mustard,Rabi,2000,32.535,26.11958333
MUKATSAR,2000,Wheat,Rabi,189000,20.26666667,27.59791667
SANGRUR,2004,Rice,Kharif,367000,36.56,26.97916667
JALANDHAR,2003,Moong,Kharif,300,53.6325,25.81208333
FATEHGARH SAHIB,2004,Maize,Kharif,1000,52.715,26.535
MOGA,2005,Wheat,Rabi,174000,43.11083333,25.93125
HOSHIARPUR,1999,Rice,Kharif,61000,35.5325,26.37541667
SANGRUR,2002,Maize,Kharif,2000,26.39916667,27.62625
FATEHGARH SAHIB,2000,Other Rabi Pulses,Rabi,100,53.16583333,26.38208333
MOGA,2010,Cotton(lint),Kharif,3000,47.2375,26.66083333
MANSA,2002,Rapeseed &Mustard,Rabi,7000,19.445,28.05
HOSHIARPUR,2012,Sesamum,Kharif,600,50.80416667,24.88833333
BATHINDA,2002,Rapeseed &Mustard,Rabi,13000,18.275,28.13958333
MOGA,2010,Wheat,Rabi,177000,47.2375,26.66083333
MUKATSAR,2009,Moong,Kharif,300,28.33083333,27.18125
PATIALA,1998,Maize,Kharif,6000,48.2775,25.91208333
FIROZPUR,2006,Guar seed,Whole year,6000,43.10666667,26.76416667
HOSHIARPUR,2010,Peas & Beans (Pulses),Rabi,200,74.025,25.52458333
PATIALA,1999,Moong,Kharif,200,27.9,27.38375
ROPAR(RUPNAGAR),1999,Maize,Kharif,28000,46.96833333,22.78166667
PATIALA,2012,Sunflower,Rabi,1000,40.70416667,25.77708333
SANGRUR,2008,Barley,Rabi,2000,64.98416667,25.48416667
GURDASPUR,1998,Gram,Rabi,100,24.57916667,25.52208333
FARIDKOT,2009,Moong,Kharif,500,29.8275,27.00041667
HOSHIARPUR,2001,Arhar (Tur),Kharif,100,52.39333333,25.55375
FIROZPUR,2000,Wheat,Rabi,378000,22.84083333,27.435
MOGA,2000,Rice,Kharif,159000,28.25416667,27.125
BATHINDA,2006,Bajra,Kharif,1000,32.12666667,27.20625
SANGRUR,2012,Cotton(lint),Kharif,11000,36.13833333,25.83791667
GURDASPUR,2004,Sesamum,Kharif,1600,50.8525,25.30625
FATEHGARH SAHIB,2010,Rice,Kharif,87000,73.59166667,26.16833333
JALANDHAR,2002,Moong,Kharif,100,37.0775,27.14
PATIALA,2008,Barley,Rabi,1000,81.345,25.10541667
AMRITSAR,2003,Moong,Kharif,2800,54.88166667,25.93083333
AMRITSAR,2003,Rice,Kharif,326000,54.88166667,25.93083333
SANGRUR,2001,Sugarcane,Whole year,4000,38.78416667,26.64208333
HOSHIARPUR,2012,Wheat,Rabi,149000,50.80416667,24.88833333
MOGA,2008,Rice,Kharif,174000,65.0225,25.5625
FARIDKOT,2005,Rapeseed &Mustard,Rabi,1000,40.05083333,26.1
PATIALA,2001,Masoor,Rabi,1000,45.4125,26.4175
KAPURTHALA,1999,Moong,Kharif,100,27.48583333,27.48916667
LUDHIANA,2006,Moong,Kharif,2300,47.61583333,26.48833333
MANSA,2009,Wheat,Rabi,170000,29.43666667,27.17791667
PATIALA,2010,Masoor,Rabi,100,65.97416667,26.23458333
JALANDHAR,2007,Sesamum,Kharif,600,50.2,26.05
FATEHGARH SAHIB,1999,Rapeseed &Mustard,Rabi,1000,33.88083333,27.225
FIROZPUR,2009,Moong,Kharif,1600,29.8275,27.00041667
SANGRUR,2003,Guar seed,Whole year,500,47.79916667,26.00041667
MUKATSAR,2001,Sugarcane,Whole year,5000,30.40833333,27.29583333
JALANDHAR,2002,Sugarcane,Whole year,17000,37.0775,27.14
FIROZPUR,2004,Gram,Rabi,1300,31.17583333,27.50583333
GURDASPUR,2002,Wheat,Rabi,206000,42.1575,25.71625
LUDHIANA,2007,Rice,Kharif,250000,41.69833333,26.48791667
JALANDHAR,2004,Moong,Kharif,200,45.565,26.64166667
PATIALA,2004,Masoor,Rabi,900,46.67416667,26.60041667
HOSHIARPUR,2008,Urad,Kharif,400,101.3833333,24.3025
BATHINDA,2006,Rapeseed &Mustard,Rabi,6000,32.12666667,27.20625
ROPAR(RUPNAGAR),2001,Wheat,Rabi,88000,72.93916667,21.92958333
MANSA,2008,Groundnut,Kharif,100,50.12666667,26.17208333
JALANDHAR,2005,Sugarcane,Whole year,11000,53.49083333,25.50916667
SANGRUR,2008,Cotton(lint),Kharif,14000,64.98416667,25.48416667
ROPAR(RUPNAGAR),2000,Sesamum,Kharif,600,69.12916667,21.98083333
ROPAR(RUPNAGAR),2006,Gram,Rabi,100,74.93,22.07166667
PATIALA,2010,Peas & Beans (Pulses),Rabi,1400,65.97416667,26.23458333
GURDASPUR,1999,Masoor,Rabi,500,30.54916667,25.92708333
MOGA,2002,Rice,Kharif,149000,25.7975,27.69791667
LUDHIANA,2000,Other Rabi Pulses,Rabi,100,37.05166667,26.77541667
AMRITSAR,2010,Peas & Beans (Pulses),Rabi,400,58.83083333,26.36833333
MUKATSAR,2000,Rice,Kharif,89000,20.26666667,27.59791667
LUDHIANA,2012,Rapeseed &Mustard,Rabi,1000,38.71666667,25.77541667
FARIDKOT,2003,Rapeseed &Mustard,Rabi,1000,37.48166667,26.46666667
FIROZPUR,2002,Arhar (Tur),Kharif,200,22.02416667,27.93333333
NAWANSHAHR,2008,Maize,Kharif,17000,90.14333333,24.945
FIROZPUR,2008,Barley,Rabi,5000,56.525,25.96291667
NAWANSHAHR,2001,Rapeseed &Mustard,Rabi,200,45.6625,26.32708333
FATEHGARH SAHIB,2005,Sugarcane,Whole year,2000,53.77583333,25.74166667
LUDHIANA,1999,Moong,Kharif,4300,26.82583333,27.4475
NAWANSHAHR,2007,Wheat,Rabi,72000,50.2,26.05
FATEHGARH SAHIB,1999,Rice,Kharif,82000,33.88083333,27.225
KAPURTHALA,2000,Sugarcane,Whole year,5000,31.97916667,26.95833333
AMRITSAR,2000,Wheat,Rabi,361000,33.02083333,26.97333333
LUDHIANA,2012,Moong,Kharif,600,38.71666667,25.77541667
HOSHIARPUR,1999,Gram,Rabi,500,35.5325,26.37541667
LUDHIANA,1998,Cotton(lint),Kharif,2000,34.615,26.41208333
SANGRUR,1999,Sugarcane,Whole year,4000,21.91083333,27.63708333
PATIALA,2008,Rapeseed &Mustard,Rabi,1000,81.345,25.10541667
BATHINDA,2005,Cotton(lint),Kharif,151000,34.2425,26.375
ROPAR(RUPNAGAR),2005,Rice,Kharif,53000,74.0425,21.33458333
NAWANSHAHR,2009,Rice,Kharif,56000,42.17916667,26.33958333
AMRITSAR,2002,Gram,Rabi,300,33.74583333,27.36916667
KAPURTHALA,2006,Rice,Kharif,110000,60.74583333,26.1925
MOGA,2006,Rapeseed &Mustard,Rabi,1000,45.6375,26.59416667
MUKATSAR,2004,Rice,Kharif,86000,27.58,27.69083333
SANGRUR,2003,Maize,Kharif,2000,47.79916667,26.00041667
JALANDHAR,2007,Wheat,Rabi,167000,50.2,26.05
BATHINDA,1998,Gram,Rabi,3800,27.87583333,27.08041667
LUDHIANA,1998,Arhar (Tur),Kharif,2600,34.615,26.41208333
NAWANSHAHR,2003,Maize,Kharif,18000,53.6325,25.81208333
NAWANSHAHR,2003,Urad,Kharif,100,53.6325,25.81208333
HOSHIARPUR,2004,Rice,Kharif,58000,50.45833333,25.90375
ROPAR(RUPNAGAR),2008,Wheat,Rabi,64000,125.5383333,20.89958333
MUKATSAR,2003,Sesamum,Kharif,700,37.2525,26.53791667
MUKATSAR,2009,Sesamum,Kharif,200,28.33083333,27.18125
SANGRUR,2004,Moong,Kharif,2600,36.56,26.97916667
PATIALA,2002,Wheat,Rabi,265000,34.91833333,27.35083333
SANGRUR,2009,Rapeseed &Mustard,Rabi,2000,35.63916667,26.74916667
